F06,FAM,,0623GOLD_14,14,,NaN,NaN,0,0,
F07,FAM,,0623GOLD_14,14,,NaN,NaN,0,0,
F08,FAM,,0623GOLD_22,22,,NaN,NaN,0,0,
F09,FAM,,0623GOLD_22,22,,NaN,NaN,0,0,
F10,FAM,,0623GOLD_30,30,,NaN,NaN,0,0,
F11,FAM,,0623GOLD_30,30,,NaN,NaN,0,0,
G01,FAM,,Std-07,7,,36.37370764,100,36.53604049,0.221850617,
G02,FAM,,Std-07,7,,36.44558603,100,36.53604049,0.221850617,
G03,FAM,,Std-07,7,,36.78882781,100,36.53604049,0.221850617,
G04,FAM,,0623GOLD_07,7,,NaN,NaN,0,0,
G05,FAM,,0623GOLD_07,7,,NaN,NaN,0,0,
G06,FAM,,0623GOLD_15,15,,NaN,NaN,0,0,
G07,FAM,,0623GOLD_15,15,,NaN,NaN,0,0,
G08,FAM,,0623GOLD_23,23,,NaN,NaN,0,0,
G09,FAM,,0623GOLD_23,23,,NaN,NaN,0,0,
H01,FAM,,Std-08,8,,39.52282861,10,39.40241092,0.170296332,
H02,FAM,,Std-08,8,,NaN,10,0,0,
H03,FAM,,Std-08,8,,39.28199323,10,39.40241092,0.170296332,
H04,FAM,,0623GOLD_08,8,,NaN,NaN,0,0,
H05,FAM,,0623GOLD_08,8,,NaN,NaN,0,0,
H06,FAM,,0623GOLD_16,16,,NaN,NaN,0,0,
H07,FAM,,0623GOLD_16,16,,NaN,NaN,0,0,
H08,FAM,,0623GOLD_24,24,,NaN,NaN,0,0,
H09,FAM,,0623GOLD_24,24,,NaN,NaN,0,0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
