Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_01,112,ng/uL,2.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,464,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_02,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,206,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_03,117,ng/uL,2.92,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59661586,738.0473073,,471,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_04,100,ng/uL,2.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.84150029,764.8053737,,427,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_05,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.17852051,787.1087387,,201,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_06,28.3,ng/uL,0.708,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.8764521,717.5473202,,129,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_07,45.6,ng/uL,1.14,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.73310512,744.2397007,,205,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:56:31 AM,dsDNA BR,0524ASHC_08,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.17166279,677.5445781,,225,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_09,101,ng/uL,2.52,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,424,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_10,33.4,ng/uL,0.836,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,169,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_11,129,ng/uL,3.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59661586,738.0473073,,513,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_12,67.6,ng/uL,1.69,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.84150029,764.8053737,,301,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_13,76.8,ng/uL,1.92,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.17852051,787.1087387,,347,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_14,77.6,ng/uL,1.94,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.8764521,717.5473202,,318,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_15,66.4,ng/uL,1.66,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.73310512,744.2397007,,287,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:05 AM,dsDNA BR,0524ASHC_16,59.2,ng/uL,1.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.17166279,677.5445781,,236,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_17,46.4,ng/uL,1.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,214,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_18,84.4,ng/uL,2.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,386,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_19,62,ng/uL,1.55,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59661586,738.0473073,,268,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_20,106,ng/uL,2.64,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.84150029,764.8053737,,446,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_21,69.2,ng/uL,1.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.17852051,787.1087387,,316,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_22,65.2,ng/uL,1.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.8764521,717.5473202,,272,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_23,74,ng/uL,1.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.73310512,744.2397007,,316,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:57:39 AM,dsDNA BR,0524ASHC_24,87.2,ng/uL,2.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.17166279,677.5445781,,334,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-115624,17/04/2025 11:58:23 AM,dsDNA BR,0524ASHC_25,111,ng/uL,2.77,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,462,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,6
170425-115624,17/04/2025 11:58:23 AM,dsDNA BR,0524ASHC_26,119,ng/uL,2.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,521,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,6
170425-115624,17/04/2025 11:58:23 AM,dsDNA BR,0524ASHC_27,96.8,ng/uL,2.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59661586,738.0473073,,399,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,6
170425-115624,17/04/2025 11:58:23 AM,dsDNA BR,0524ASHC_28,122,ng/uL,3.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.84150029,764.8053737,,504,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,6
170425-115624,17/04/2025 11:58:23 AM,dsDNA BR,0524ASHC_29,92.4,ng/uL,2.31,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.17852051,787.1087387,,408,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,6
170425-115624,17/04/2025 11:58:23 AM,dsDNA BR,0524ASHC_30,100,ng/uL,2.5,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.8764521,717.5473202,,400,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,6
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_01,83.6,ng/uL,2.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,360,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_02,36.8,ng/uL,0.921,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,184,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_03,92,ng/uL,2.3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59661586,738.0473073,,382,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_04,77.6,ng/uL,1.94,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.84150029,764.8053737,,340,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_05,35.4,ng/uL,0.885,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.17852051,787.1087387,,173,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_06,23,ng/uL,0.576,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.8764521,717.5473202,,108,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_07,35.8,ng/uL,0.895,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.73310512,744.2397007,,165,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:48:08 AM,dsDNA BR,0524ASHC_08,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.17166279,677.5445781,,193,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-114801,17/04/2025 11:50:45 AM,dsDNA BR,0524ASHC_09,82,ng/uL,2.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,355,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
