Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_01,53.2,ng/uL,1.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.70560409,1019.583466,,323,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_02,52.4,ng/uL,1.31,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.11951334,1109.71556,,344,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_03,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.79500376,999.5527982,,413,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_04,110,ng/uL,2.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01969735,984.795848,,595,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_05,66,ng/uL,1.65,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.97830643,1003.478525,,384,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_06,84.8,ng/uL,2.12,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.02040218,920.6125742,,441,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_07,70,ng/uL,1.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.40474647,934.1279541,,379,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:19,dsDNA BR,0125ASHC_08,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.571015,877.878906,,362,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_09,76,ng/uL,1.9,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.70560409,1019.583466,,443,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_10,58.4,ng/uL,1.46,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.11951334,1109.71556,,381,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_11,65.6,ng/uL,1.64,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.79500376,999.5527982,,381,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_12,54,ng/uL,1.35,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01969735,984.795848,,315,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_13,62.4,ng/uL,1.56,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.97830643,1003.478525,,367,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_14,98,ng/uL,2.45,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.02040218,920.6125742,,502,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_15,39.8,ng/uL,0.995,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.40474647,934.1279541,,227,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:22,dsDNA BR,0125ASHC_16,47.6,ng/uL,1.19,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.571015,877.878906,,251,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:23,dsDNA BR,0125ASHC_17,52,ng/uL,1.3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.70560409,1019.583466,,316,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:23,dsDNA BR,0125ASHC_18,82,ng/uL,2.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.11951334,1109.71556,,517,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:23,dsDNA BR,0125ASHC_19,108,ng/uL,2.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.79500376,999.5527982,,595,11/8/2025 16:31,,,,,,8,1.9.0,8
110825-181931,11/8/2025 18:23,dsDNA BR,0125ASHC_20,66.4,ng/uL,1.66,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01969735,984.795848,,380,11/8/2025 16:31,,,,,,8,1.9.0,8
