Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_01,45.2,ng/uL,1.13,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.59270675,1375.245304,,374,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_02,17.8,ng/uL,0.444,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.7749314,1422.582324,,167,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_03,9.72,ng/uL,0.243,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65925217,1323.934803,,93.1,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_04,20.7,ng/uL,0.518,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.72236013,1356.20181,,183,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_05,27.8,ng/uL,0.696,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.28312037,1226.34493,,217,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_06,10.6,ng/uL,0.266,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.27487532,1184.220183,,90.3,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_07,9.84,ng/uL,0.246,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.17557403,1216.644961,,86.5,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:51:55 PM,dsDNA BR,0923FENC_08,36.8,ng/uL,0.921,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29239908,1148.628307,,260,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_09,7.16,ng/uL,0.179,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.59270675,1375.245304,,77.4,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_10,11.2,ng/uL,0.279,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.7749314,1422.582324,,112,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_11,12.7,ng/uL,0.317,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65925217,1323.934803,,116,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_12,7.8,ng/uL,0.195,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.72236013,1356.20181,,80.8,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_13,48.8,ng/uL,1.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.28312037,1226.34493,,359,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_14,28.8,ng/uL,0.72,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.27487532,1184.220183,,214,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_15,17.5,ng/uL,0.438,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.17557403,1216.644961,,141,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:15 PM,dsDNA BR,0923FENC_16,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29239908,1148.628307,,407,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_17,20.4,ng/uL,0.511,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.59270675,1375.245304,,184,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_18,12.8,ng/uL,0.32,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.7749314,1422.582324,,126,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_19,26.3,ng/uL,0.657,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65925217,1323.934803,,220,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_20,68,ng/uL,1.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.72236013,1356.20181,,535,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_21,144,ng/uL,3.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.28312037,1226.34493,,936,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_22,10.2,ng/uL,0.254,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.27487532,1184.220183,,86.7,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_23,31.1,ng/uL,0.778,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.17557403,1216.644961,,235,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:52:39 PM,dsDNA BR,0923FENC_24,22.5,ng/uL,0.562,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29239908,1148.628307,,167,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,8
210824-125032,21/08/2024 12:53:05 PM,dsDNA BR,0923FENC_25,17.9,ng/uL,0.448,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.59270675,1375.245304,,164,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,6
210824-125032,21/08/2024 12:53:05 PM,dsDNA BR,0923FENC_26,19,ng/uL,0.475,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.7749314,1422.582324,,177,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,6
210824-125032,21/08/2024 12:53:05 PM,dsDNA BR,0923FENC_27,32.6,ng/uL,0.816,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65925217,1323.934803,,267,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,6
210824-125032,21/08/2024 12:53:05 PM,dsDNA BR,0923FENC_28,13.8,ng/uL,0.344,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.72236013,1356.20181,,128,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,6
210824-125032,21/08/2024 12:53:05 PM,dsDNA BR,0923FENC_29,83.2,ng/uL,2.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.28312037,1226.34493,,580,21/08/2024 12:51:05 PM,0923FENC,,,,#0923FENC,8,1.9.0,6
