Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_01,40.8,ng/uL,1.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.99741177,1065.53256,,265,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_02,28.8,ng/uL,0.719,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.39878178,1143.008921,,208,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_03,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.85411538,1089.387812,,455,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_04,28.9,ng/uL,0.722,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.6655931,1085.015667,,198,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_05,34.6,ng/uL,0.864,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.86019674,1005.952199,,217,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_06,34.8,ng/uL,0.871,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.60743581,931.1818243,,202,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_07,20.6,ng/uL,0.516,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.49531492,972.3493124,,133,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_08,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.20949082,931.1635817,,247,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_09,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.99741177,1065.53256,,429,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_10,78,ng/uL,1.95,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.39878178,1143.008921,,509,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_11,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.85411538,1089.387812,,411,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_12,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.6655931,1085.015667,,437,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_13,57.2,ng/uL,1.43,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.86019674,1005.952199,,341,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_14,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.60743581,931.1818243,,266,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_15,48.4,ng/uL,1.21,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.49531492,972.3493124,,283,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:31,dsDNA BR,0526FENC_16,65.6,ng/uL,1.64,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.20949082,931.1635817,,357,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_17,22.5,ng/uL,0.562,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.99741177,1065.53256,,157,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_18,80.8,ng/uL,2.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.39878178,1143.008921,,526,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_19,61.2,ng/uL,1.53,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.85411538,1089.387812,,390,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_20,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.6655931,1085.015667,,359,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_21,60.8,ng/uL,1.52,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.86019674,1005.952199,,360,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_22,53.2,ng/uL,1.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.60743581,931.1818243,,295,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_23,44,ng/uL,1.1,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.49531492,972.3493124,,259,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_24,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.20949082,931.1635817,,238,6/8/2026 14:27,,,,,,8,1.9.0,8
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_25,58.4,ng/uL,1.46,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.99741177,1065.53256,,367,6/8/2026 14:27,,,,,,8,1.9.0,7
060826-153057,6/8/2026 15:32,dsDNA BR,0526FENC_26,78.8,ng/uL,1.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.39878178,1143.008921,,514,6/8/2026 14:27,,,,,,8,1.9.0,7
