Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_01,25.3,ng/uL,0.632,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,22.58971089,1306.813432,,215,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_02,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,22.56610618,1351.635534,,346,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_03,55.2,ng/uL,1.38,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,20.5656067,1260.910923,,415,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_04,27.1,ng/uL,0.678,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,21.06130569,1319.176114,,229,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_05,44.8,ng/uL,1.12,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,21.25604458,1317.682438,,359,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_06,35.6,ng/uL,0.89,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.38807188,1144.132579,,253,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_07,51.2,ng/uL,1.28,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.56510723,1133.080554,,348,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:05,dsDNA BR,1124ASHC_08,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.80385522,1121.603451,,284,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_09,18.2,ng/uL,0.454,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,22.58971089,1306.813432,,162,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_10,49.2,ng/uL,1.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,22.56610618,1351.635534,,400,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_11,37,ng/uL,0.926,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,20.5656067,1260.910923,,289,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_12,28,ng/uL,0.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,21.06130569,1319.176114,,236,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_13,49.2,ng/uL,1.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,21.25604458,1317.682438,,389,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_14,30.3,ng/uL,0.757,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.38807188,1144.132579,,219,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_15,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.56510723,1133.080554,,290,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:07,dsDNA BR,1124ASHC_16,37.4,ng/uL,0.935,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.80385522,1121.603451,,259,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_17,27.2,ng/uL,0.68,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,22.58971089,1306.813432,,229,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_18,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,22.56610618,1351.635534,,403,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_19,52.4,ng/uL,1.31,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,20.5656067,1260.910923,,395,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_20,28.8,ng/uL,0.721,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,21.06130569,1319.176114,,242,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_21,46.4,ng/uL,1.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,21.25604458,1317.682438,,369,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_22,97.2,ng/uL,2.43,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.38807188,1144.132579,,621,5/8/2025 16:21,,,,,,8,1.9.0,8
050825-170528,5/8/2025 17:09,dsDNA BR,1124ASHC_23,29.5,ng/uL,0.738,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.56510723,1133.080554,,213,5/8/2025 16:21,,,,,,8,1.9.0,8
