Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_01,58.4,ng/uL,1.46,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.34149714,1301.372276,,448,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_02,49.2,ng/uL,1.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.47059693,1429.920416,,420,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_03,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.95660838,1317.034126,,389,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_04,48.8,ng/uL,1.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.57863469,1397.915512,,408,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_05,40.4,ng/uL,1.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.62558007,1408.01027,,345,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_06,36,ng/uL,0.899,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.23136562,1230.526924,,272,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_07,44.8,ng/uL,1.12,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.40154263,1191.850905,,323,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:04,dsDNA BR,1224FENC_08,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.1492112,1168.384557,,309,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:05,dsDNA BR,1224FENC_09,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.34149714,1301.372276,,539,7/8/2025 16:00,,,,,,8,1.9.0,8
070825-170420,7/8/2025 17:05,dsDNA BR,1224FENC_10,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,19.47059693,1429.920416,,377,7/8/2025 16:00,,,,,,8,1.9.0,8
