Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_01,60.2,ng/uL,0.301,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,25.8566539,1369.60566,,123,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_02,45,ng/uL,0.225,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1433.453796,,105,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_03,90.6,ng/uL,0.453,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,26.10360262,1411.063448,,176,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_04,63.2,ng/uL,0.316,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1531.260721,,142,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_05,85.4,ng/uL,0.427,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.36542844,1578.415727,,186,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_06,43,ng/uL,0.215,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.21879253,1354.265269,,92.2,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_07,59.6,ng/uL,0.298,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.9596387,1315.883418,,116,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:17:52 AM,dsDNA BR,0823LAUR_08,28.6,ng/uL,0.143,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.80810198,1771.509328,,84.4,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_09,88.6,ng/uL,0.443,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,25.8566539,1369.60566,,168,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_10,82.6,ng/uL,0.413,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1433.453796,,167,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_11,51.6,ng/uL,0.258,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,26.10360262,1411.063448,,112,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_12,43.8,ng/uL,0.219,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1531.260721,,108,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_13,58.8,ng/uL,0.294,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.36542844,1578.415727,,138,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_14,92.2,ng/uL,0.461,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.21879253,1354.265269,,170,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_15,62.2,ng/uL,0.311,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.9596387,1315.883418,,120,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:19:22 AM,dsDNA BR,0823LAUR_16,28.4,ng/uL,0.142,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.80810198,1771.509328,,83.9,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
