Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_01,63.6,ng/uL,1.59,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,282,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_02,144,ng/uL,3.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,615,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_03,57.6,ng/uL,1.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.59661586,738.0473073,,251,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_04,72,ng/uL,1.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.84150029,764.8053737,,318,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_05,61.6,ng/uL,1.54,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.17852051,787.1087387,,285,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_06,37.2,ng/uL,0.929,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.8764521,717.5473202,,164,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_07,76.8,ng/uL,1.92,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.73310512,744.2397007,,328,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:33:55 PM,dsDNA BR,0524FENC_08,24.8,ng/uL,0.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,10.17166279,677.5445781,,108,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:34:33 PM,dsDNA BR,0524FENC_09,36,ng/uL,0.901,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.29543239,757.400776,,170,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
170425-123348,17/04/2025 12:34:33 PM,dsDNA BR,0524FENC_10,70.8,ng/uL,1.77,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.24167727,805.8113194,,330,17/04/2025 11:30:04 AM,,,,,,8,1.9.0,8
