Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_01,86.8,ng/uL,2.17,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.45661881,1205.051947,,591,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_02,43.2,ng/uL,1.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.93224954,1252.298013,,328,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_03,54.4,ng/uL,1.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.46279612,1132.065216,,364,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_04,21.4,ng/uL,0.536,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.86521905,1157.038049,,162,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_05,64,ng/uL,1.6,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.94448417,1175.984008,,438,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_06,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.93236953,1066.519145,,440,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_07,61.2,ng/uL,1.53,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.0969971,1049.316044,,376,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:16 PM,dsDNA BR,0126FENC_08,76.8,ng/uL,1.92,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18845685,1026.031223,,450,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:33 PM,dsDNA BR,0126FENC_09,43.2,ng/uL,1.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.45661881,1205.051947,,315,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:33 PM,dsDNA BR,0126FENC_10,62.4,ng/uL,1.56,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.93224954,1252.298013,,455,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-154609,23/04/2026 03:46:33 PM,dsDNA BR,0126FENC_11,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.46279612,1132.065216,,471,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
