Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_01,114,ng/uL,2.86,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.42298424,904.8554164,,565,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_02,111,ng/uL,2.77,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.74869451,943.2581517,,574,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_03,10.1,ng/uL,0.252,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.00076723,881.2512257,,67.5,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_04,67.2,ng/uL,1.68,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68108863,910.3363588,,357,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_05,98.8,ng/uL,2.47,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.72331034,907.5657725,,500,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_06,37.4,ng/uL,0.936,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.2455508,796.4712849,,185,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_07,39.4,ng/uL,0.986,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.64967279,804.7107677,,196,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:47:40 PM,dsDNA BR,0624FENC_08,252,ng/uL,6.3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.08872734,777.2036641,,933,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_09,61.2,ng/uL,1.53,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.42298424,904.8554164,,327,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_10,111,ng/uL,2.77,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.74869451,943.2581517,,574,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_11,38.4,ng/uL,0.961,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.00076723,881.2512257,,210,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_12,50.8,ng/uL,1.27,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68108863,910.3363588,,276,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_13,131,ng/uL,3.28,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.72331034,907.5657725,,638,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_14,83.2,ng/uL,2.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.2455508,796.4712849,,377,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_15,68,ng/uL,1.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.64967279,804.7107677,,319,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:49:47 PM,dsDNA BR,0624FENC_16,19.3,ng/uL,0.482,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.08872734,777.2036641,,101,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_17,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.42298424,904.8554164,,379,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_18,48,ng/uL,1.2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.74869451,943.2581517,,273,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_19,87.6,ng/uL,2.19,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.00076723,881.2512257,,437,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_20,48.4,ng/uL,1.21,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68108863,910.3363588,,266,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_21,249,ng/uL,6.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.72331034,907.5657725,,1080,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_22,27.2,ng/uL,0.679,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.2455508,796.4712849,,139,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_23,14.4,ng/uL,0.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.64967279,804.7107677,,81.9,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:51:44 PM,dsDNA BR,0624FENC_24,16.7,ng/uL,0.417,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.08872734,777.2036641,,89.4,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174733,17/07/2025 05:53:38 PM,dsDNA BR,0624FENC_25,21.6,ng/uL,0.539,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.42298424,904.8554164,,130,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,6
170725-174733,17/07/2025 05:53:38 PM,dsDNA BR,0624FENC_26,97.6,ng/uL,2.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.74869451,943.2581517,,514,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,6
170725-174733,17/07/2025 05:53:38 PM,dsDNA BR,0624FENC_27,29.4,ng/uL,0.734,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.00076723,881.2512257,,165,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,6
170725-174733,17/07/2025 05:53:38 PM,dsDNA BR,0624FENC_28,14.3,ng/uL,0.358,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68108863,910.3363588,,91.6,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,6
170725-174733,17/07/2025 05:53:38 PM,dsDNA BR,0624FENC_29,11.9,ng/uL,0.298,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.72331034,907.5657725,,78.6,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,6
170725-174733,17/07/2025 05:53:38 PM,dsDNA BR,0624FENC_30,80,ng/uL,2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.2455508,796.4712849,,365,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,6
170725-174045,17/07/2025 05:40:51 PM,dsDNA BR,0624FENC_01,115,ng/uL,2.88,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.42298424,904.8554164,,570,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174045,17/07/2025 05:40:51 PM,dsDNA BR,0624FENC_02,108,ng/uL,2.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.74869451,943.2581517,,561,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
170725-174045,17/07/2025 05:40:51 PM,dsDNA BR,0624FENC_03,10.4,ng/uL,0.259,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.00076723,881.2512257,,69.1,17/07/2025 03:58:52 PM,,,,,,8,1.9.0,8
