Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_01,102,ng/uL,2.55,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.70289441,809.8807592,,460,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_02,44.4,ng/uL,1.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.2635529,822.6893557,,223,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_03,63.6,ng/uL,1.59,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.7459725,732.4281204,,274,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_04,54.8,ng/uL,1.37,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.85430328,779.2927972,,256,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_05,50,ng/uL,1.25,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.67375198,771.4790124,,233,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_06,95.2,ng/uL,2.38,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.38581936,657.3075958,,352,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_07,34,ng/uL,0.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.01869837,675.6219051,,145,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:23 PM,dsDNA BR,1023LAUR_08,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.26545182,668.5474246,,191,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_09,127,ng/uL,3.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.70289441,809.8807592,,556,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_10,40.4,ng/uL,1.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.2635529,822.6893557,,205,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_11,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.7459725,732.4281204,,189,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_12,94.4,ng/uL,2.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.85430328,779.2927972,,413,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_13,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.67375198,771.4790124,,276,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_14,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.38581936,657.3075958,,250,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_15,60,ng/uL,1.5,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.01869837,675.6219051,,240,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:37:44 PM,dsDNA BR,1023LAUR_16,31,ng/uL,0.776,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.26545182,668.5474246,,132,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:39:16 PM,dsDNA BR,1023LAUR_17,96.8,ng/uL,2.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.70289441,809.8807592,,439,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:39:16 PM,dsDNA BR,1023LAUR_18,91.6,ng/uL,2.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.2635529,822.6893557,,424,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
250325-163622,25/03/2025 04:39:16 PM,dsDNA BR,1023LAUR_19,136,ng/uL,3.41,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.7459725,732.4281204,,534,25/03/2025 04:23:11 PM,,,,,,8,1.9.0,8
