lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
1025ASHC_01,2025-10-16,ASHC,1,2025-10-22,Mariah Kachmar,1,,,,,,1
1025ASHC_02,2025-10-16,ASHC,2,2025-10-22,Mariah Kachmar,0,,,,,,0
1025ASHC_03,2025-10-16,ASHC,3,2025-10-22,Sarina Dery,1,,,,,,1
1025ASHC_04,2025-10-16,ASHC,4,2025-10-22,Sarina Dery,2,,,,,,2
1025ASHC_05,2025-10-16,ASHC,5,2025-10-22,Mariah Kachmar,0,,,,,,0
1025ASHC_06,2025-10-16,ASHC,6,2025-10-22,Mariah Kachmar,0.5,,,,,,0.5
1025ASHC_07,2025-10-16,ASHC,7,2025-10-22,Sarina Dery,1,,,,,,1
1025ASHC_08,2025-10-16,ASHC,8,2025-10-22,Sarina Dery,1,,,,,,1
1025ASHC_09,2025-10-16,ASHC,9,2025-10-22,Mariah Kachmar,1,,,,,,1
1025ASHC_10,2025-10-16,ASHC,10,2025-10-22,Mariah Kachmar,2,,,,,,2
1025ASHC_11,2025-10-16,ASHC,11,2025-10-22,Sarina Dery,1,TRUE,2025-10-22,Kyra Lenderman,1,,1
1025ASHC_12,2025-10-16,ASHC,12,2025-10-22,Sarina Dery,1,TRUE,2025-10-22,Kyra Lenderman,1,,1
1025ASHC_13,2025-10-16,ASHC,13,2025-10-22,Mariah Kachmar,1,,,,,,1
1025ASHC_14,2025-10-16,ASHC,14,2025-10-22,Mariah Kachmar,2,,,,,,2
1025ASHC_15,2025-10-16,ASHC,15,2025-10-22,Sarina Dery,1,,,,,,1
1025ASHC_16,2025-10-16,ASHC,16,2025-10-22,Sarina Dery,2,,,,,,2
1025ASHC_17,2025-10-16,ASHC,17,2025-10-22,Mariah Kachmar,1,,,,,,1
1025ASHC_18,2025-10-16,ASHC,18,2025-10-22,Mariah Kachmar,3,TRUE,2025-10-22,Kyra Lenderman,3,,3
1025ASHC_19,2025-10-16,ASHC,19,2025-10-22,Sarina Dery,1,,,,,,1
1025ASHC_20,2025-10-16,ASHC,20,2025-10-22,Sarina Dery,0.5,,,,,,0.5
1025ASHC_21,2025-10-16,ASHC,21,2025-10-22,Sarina Dery,2,,,,,,2
1025ASHC_22,2025-10-16,ASHC,22,2025-10-22,Sarina Dery,1,,,,,,1
1025ASHC_23,2025-10-16,ASHC,23,2025-10-22,Mariah Kachmar,0,,,,,,0
1025ASHC_24,2025-10-16,ASHC,24,2025-10-22,Mariah Kachmar,0,,,,,,0
1025ASHC_25,2025-10-16,ASHC,25,2025-10-22,Kyra Lenderman,1,,,,,,1
1025ASHC_26,2025-10-16,ASHC,26,2025-10-22,Kyra Lenderman,1,,,,,,1
1025ASHC_27,2025-10-16,ASHC,27,2025-10-22,Mariah Kachmar,0,,,,,,0
1025ASHC_28,2025-10-16,ASHC,28,2025-10-22,Mariah Kachmar,1,,,,,,1
1025ASHC_29,2025-10-16,ASHC,29,2025-10-22,,,,,,,No tissue sampled,
1025ASHC_30,2025-10-16,ASHC,30,2025-10-22,Kyra Lenderman,2,,,,,,2
