"","year_month","Site","variable","mean","sd","se"
"1",2023-06-01,"ASHC","pH",7.90740445924765,0.212513518992551,0.00841349078572997
"2",2023-06-01,"FENC","pH",7.72323339296188,0.339819385160881,0.00695539726566478
"3",2023-06-01,"GOLD","pH",7.96443080649437,0.0744743388543337,0.00191717623349163
"4",2023-06-01,"LAUR","pH",7.8559142504918,0.152125536441591,0.00389553580881988
"5",2023-07-01,"ASHC","pH",7.74169773087008,0.264727023819653,0.00408726027761571
"6",2023-07-01,"FENC","pH",7.58997607560484,0.440890221996372,0.00659885179019252
"7",2023-07-01,"GOLD","pH",7.90734542764337,0.102308364604302,0.00153126039371843
"8",2023-07-01,"LAUR","pH",7.88055097736948,0.154549099371199,0.00231341227248218
"9",2023-08-01,"ASHC","pH",7.66389369399642,0.204716613604559,0.00306401576802878
"10",2023-08-01,"FENC","pH",7.58429184767989,0.415141394228676,0.00621555520242256
"11",2023-08-01,"GOLD","pH",7.73755034664587,0.110315463569429,0.00194859856056754
"12",2023-08-01,"LAUR","pH",7.67181104222361,0.17912514479615,0.00316552604178986
"13",2023-09-01,"ASHC","pH",7.65313709326425,0.181717657762407,0.00327008080616354
"14",2023-09-01,"FENC","pH",7.63189102436435,0.356064374968754,0.00559432125411305
"15",2023-09-01,"GOLD","pH",7.7163777834336,0.0963353170668075,0.00207232634284417
"16",2023-09-01,"LAUR","pH",7.6310431862037,0.135340392044844,0.00291206158032701
"17",2023-10-01,"ASHC","pH",7.85959524991608,0.174629951591552,0.00319951007457555
"18",2023-10-01,"FENC","pH",7.72057770667536,0.328212831523963,0.00529996341472151
"19",2023-10-01,"GOLD","pH",7.94621038828829,0.100060149978799,0.00300330652822921
"20",2023-10-01,"LAUR","pH",7.88964384539307,0.186693166490784,0.00542795263747025
"21",2023-11-01,"ASHC","pH",7.88718173301887,0.118177900677906,0.00513331997624933
"22",2023-11-01,"FENC","pH",7.7978102431714,0.321650622898288,0.00973805047948631
"23",2024-03-01,"ASHC","pH",8.02795593695395,0.229126492038938,0.00787287943781366
"24",2024-03-01,"FENC","pH",7.73139053680328,0.47265377488699,0.0135320382103726
"25",2024-04-01,"ASHC","pH",7.99574975868056,0.171505135499353,0.00451955715494796
"26",2024-04-01,"FENC","pH",7.71797713083333,0.399142562481701,0.0105183300713187
"27",2024-04-01,"GOLD","pH",8.31400497512438,0.133426471948347,0.00665470757261894
"28",2024-05-01,"ASHC","pH",7.97534479804976,0.257011277586755,0.00666494693836149
"29",2024-05-01,"FENC","pH",7.6833372906586,0.431069214997415,0.0111749488259421
"30",2024-05-01,"GOLD","pH",8.08032952252858,0.115887756452234,0.00300526013804658
"31",2024-06-01,"ASHC","pH",7.69824367222222,0.233689088835728,0.00615824820875272
"32",2024-06-01,"FENC","pH",7.62562142307158,0.391167306472525,0.0103117447107908
"33",2024-06-01,"GOLD","pH",7.8884675922545,0.124030307786516,0.00326169745640332
"34",2024-07-01,"ASHC","pH",7.60076202320108,0.240564884854027,0.00623845073196803
"35",2024-07-01,"FENC","pH",7.66142425739247,0.424356564515481,0.0110009314686077
"36",2024-07-01,"GOLD","pH",7.73179478299731,0.117661376974107,0.00305022910644039
"37",2024-08-01,"ASHC","pH",7.68332483353495,0.232102947058245,0.00601698860759932
"38",2024-08-01,"FENC","pH",7.71674184038979,0.401730025881914,0.0104143657790587
"39",2024-08-01,"GOLD","pH",7.66113972212508,0.135666129066874,0.00351816293842748
"40",2024-09-01,"ASHC","pH",7.72070593048611,0.177433008380238,0.00467577032147746
"41",2024-09-01,"FENC","pH",7.69241033961084,0.342174111663511,0.00902021213872477
"42",2024-09-01,"GOLD","pH",7.62249845194444,0.100644822374103,0.00265222394504367
"43",2024-10-01,"ASHC","pH",7.92188126863667,0.159538097521953,0.00413444348639478
"44",2024-10-01,"FENC","pH",7.6767814003358,0.265006962170714,0.00686767816348824
"45",2024-10-01,"GOLD","pH",7.78369538013423,0.106975438475037,0.00277134721641125
"46",2024-11-01,"ASHC","pH",7.81468429438017,0.113639492984961,0.00462010238623605
"47",2024-11-01,"FENC","pH",7.72928919421338,0.232619767461772,0.00989199872236502
"48",2024-11-01,"GOLD","pH",7.85470082264601,0.0417022800221729,0.00143972259240601
