"","Year","Month","Site","mean_Actual.Conductivity","mean_Salinity","mean_Resistivity","mean_Total.Dissolved.Solids","mean_RDO.Concentration","mean_RDO.Saturation","mean_Oxygen.Partial.Pressure","mean_Chlorophyll.a.Fluorescence","mean_pH","mean_pH.mV","mean_Temperature","sd_Actual.Conductivity","sd_Salinity","sd_Resistivity","sd_Total.Dissolved.Solids","sd_RDO.Concentration","sd_RDO.Saturation","sd_Oxygen.Partial.Pressure","sd_Chlorophyll.a.Fluorescence","sd_pH","sd_pH.mV","sd_Temperature","se_Actual.Conductivity","se_Salinity","se_Resistivity","se_Total.Dissolved.Solids","se_RDO.Concentration","se_RDO.Saturation","se_Oxygen.Partial.Pressure","se_Chlorophyll.a.Fluorescence","se_pH","se_pH.mV","se_Temperature"
"1",2023,2023-06-01,"ASHC",37858.3813823028,25.3907150046767,247.345824574132,25.5318563006562,7.88050817192429,107.461982208202,148.67834192429,0.862899985175079,7.90837541798107,-52.3388534708202,23.1244076971609,3153.71097750897,2.18482271625537,3739.64293110513,2.16889725941101,1.86286574089074,26.1249115774521,36.0260969167252,0.740286120076392,0.212632227611853,12.5338527340938,0.967644515387229,125.249863394024,0.0867703948468018,148.520194020225,0.0861379141570781,0.073983849893648,1.03755278451084,1.43077908838806,0.0294005176990879,0.00844470455646753,0.497782883067507,0.0384300730886753
"2",2023,2023-06-01,"FENC",37248.8212408567,26.4827382799254,48.9769731462086,26.5936533270101,7.04427548969418,92.2174649765396,127.315740723083,0.386282706345203,7.72323339296188,-41.6368103808044,20.4395864926686,3508.45439588934,3.12557353010961,1069.55965848959,2.89099017153128,1.66740929717771,23.0413109555983,31.7442743314256,0.953832562557888,0.339819385160881,19.7463063057515,2.16476484581499,71.810777070076,0.0639740007023625,21.8916655405103,0.0591725664049821,0.034128406361642,0.471607795835506,0.649739386647349,0.0195229721646877,0.00695539726566478,0.404165891892779,0.0443082418098674
"3",2023,2023-06-01,"GOLD",37548.15629556,26.5728158250497,26.64724314778,26.6846944930418,8.28305623989397,107.805038667992,149.344470112657,1.27028484012591,7.96443080649437,-55.5979517362492,20.5315790457256,888.800643889567,0.284145855581886,0.624865997919501,0.261457733813542,0.720275070502831,10.8280120042329,14.8121695180983,0.586664540660388,0.0744743388543337,4.44103542297106,1.1121988995302,22.8650485773609,0.0073098605807748,0.0160751361905468,0.00672619200455501,0.0185296045736839,0.27855855210631,0.381053926879808,0.0150923756784335,0.00191590700049353,0.1142488941453,0.0286121325859494
"4",2023,2023-06-01,"LAUR",37370.269191423,27.0300447931082,104.476701022951,27.121100253318,6.99523559737705,90.3551584459016,126.917446977049,2.17977567986951,7.8559142504918,-47.5630276074098,19.5478072721311,2524.94780795763,1.70810590046431,1409.2485495946,1.71191373810801,1.46032996547235,20.307322740711,28.3323160972046,1.78007784048021,0.152125536441591,8.96977148229285,1.34545194391998,64.636099174183,0.0437257760475146,36.0753314288699,0.0438232528233915,0.0373829637895176,0.519846835049021,0.725278513607971,0.0455681846066003,0.00389425921176485,0.229617038923352,0.0344422031248452
"5",2023,2023-07-01,"ASHC",35872.3014162652,23.1358543319602,78.8368708977436,23.4155056248454,6.06731648775804,84.3052685597696,116.270306819491,0.901766559662506,7.7414174431109,-42.7687837607177,24.8257967642823,5896.61162211689,4.12945468831888,3135.7527978772,3.93811042514422,1.86311667156072,26.6036132825502,36.6464855813491,0.667386436950589,0.264608304268557,15.6572797566102,1.48651012665565,91.3572233162791,0.0639783554202893,48.5827602323027,0.0610138256697509,0.0288655887034577,0.412174380038504,0.56777033685834,0.0103399334509439,0.00409962220569753,0.242580942228746,0.0230307583923997
"6",2023,2023-07-01,"FENC",33275.9306647838,21.9276268663264,55.8748469932796,22.2652442117493,5.76425632173835,78.1209526420251,107.317240230287,0.465480266426075,7.58997607560484,-34.2215517298192,23.7055254007616,8250.2690173254,6.01712871016333,1255.70001226912,5.768004848691,2.15965787853574,30.1624618913244,41.4726341425078,1.05490485522732,0.440890221996372,25.9078452805221,2.10545503659253,123.482671554906,0.0900590182769054,18.7941983298851,0.0863303544117541,0.032323833795743,0.451444839821867,0.620725415084254,0.0157888754277179,0.00659885179019252,0.387765531372594,0.0315125739792496
"7",2023,2023-07-01,"GOLD",40391.2125659991,26.3981896975269,34.4929297692652,26.4293441987567,6.99279878158602,97.7910905824373,134.541744363799,1.50669029018889,7.90734542764337,-53.0022954435484,24.664860141129,1248.01928832591,0.751928522838137,384.054774027991,0.746054697900234,1.16177786844907,16.1728808829914,22.2466533984458,1.65447474797899,0.102308364604302,6.07535674713532,1.21289885350544,18.6750570891954,0.0112516755328621,5.74690222934905,0.0111637810451139,0.0173845614576626,0.242007055990107,0.332893510657846,0.0247571577299784,0.0015309174846572,0.0909101607252982,0.0181495234444796
"8",2023,2023-07-01,"LAUR",40806.307447905,27.0562086444096,24.5159568294869,27.0354717051311,5.85543861236836,81.894697618194,114.211410219583,1.82279990542908,7.88055097736948,-49.7403247300022,24.018984225857,818.580438239658,0.249866796714441,0.495949766223486,0.24405228672187,1.65060491643136,23.5034592831132,32.6962397512392,1.71376873825876,0.154549099371199,9.22971208317799,1.34178848534095,12.253154754976,0.00374020241047564,0.00742376552425185,0.00365316625931065,0.0247075504563136,0.351818233639426,0.489422989925441,0.0256530361381255,0.00231341227248218,0.138157577699091,0.0200849436308103
"9",2023,2023-08-01,"ASHC",37272.8298171013,24.8985188682032,58.1549786645612,25.0709263033679,4.92666033070156,65.1942377847958,93.0702112542296,1.06180442533905,7.66387291134672,-37.9858004416873,23.2556420843672,4469.87560801955,3.23421413607193,1255.852677057,3.04012265306181,1.58565900527804,21.883857848196,30.8086063533055,0.883188747486111,0.204735168779764,12.0667866138561,1.02527998218044,67.1346256656596,0.0485757936883562,18.8620907512891,0.0456606657967883,0.0238155673866479,0.328681317691094,0.462725238057851,0.0132649208063473,0.00307498913212821,0.181235290050398,0.0153990387747445
"10",2023,2023-08-01,"FENC",36158.6156960156,24.3799751892578,4186.04323602959,24.5306259741168,5.74203641510872,77.8640697576777,107.106258841964,1.15153947903521,7.58429184767989,-38.6963433464125,22.8204651392065,8440.57150533456,6.06165858711234,272529.527386606,5.74895230924786,1.78399271435022,25.7792800499258,35.4386060877517,10.485712210508,0.415141394228676,24.3599110674687,1.39685820343516,126.373420865141,0.0907560028708718,4080.35032234945,0.0860741206032121,0.0267101892293002,0.385970997969819,0.530591782697524,0.156993554454433,0.00621555520242256,0.364720006414376,0.0209139570134639
